# copyright(c)Jorg Peters [jorg.peters@gmail.com]
0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0
0,0,0,0,0,0,0,0,0.08333333333,0.4166666667,0,0,0,0.08333333333,0.4166666667,0,0,0
0,0,0,0,0,0,0,0,0,0.4166666667,0.08333333333,0,0,0,0.4166666667,0.08333333333,0,0
0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0
0,0,0,0,0,0,0,0,0.4166666667,0.4166666667,0,0,0,0.08333333333,0.08333333333,0,0,0
0,0,0,0,0,0,0,0,0.1481481481,0.6851851852,0,0,0,0.03703703704,0.1296296296,0,0,0
0,0,0,0,0,0,0,0,0,0.7037037037,0.1296296296,0,0,0,0.1481481481,0.01851851852,0,0
0,0,0,0,0,0,0,0,0,0.4166666667,0.4166666667,0,0,0,0.08333333333,0.08333333333,0,0
0,0,0,0,0.08333333333,0.08333333333,0,0,0.4166666667,0.4166666667,0,0,0,0,0,0,0,0
0,0,0,0,0.02777777778,0.1388888889,0,0,0.1759259259,0.6574074074,0,0,0,0,0,0,0,0
-0.0007716049383,-0.0007716049383,0.001543209877,0,0.02083333333,0.1319444444,0.01388888889,0,0,0.7060185185,0.1273148148,0,0,0,0.01157407407,-0.01157407407,0,0
-0.0005787037037,-0.0007073045267,0.001221707819,6.430041152e-05,0.01176697531,0.1155478395,0.04031635802,-0.0009645061728,-0.02443415638,0.4845036008,0.362654321,0.005722736626,0.004886831276,0,0.008680555556,-0.007716049383,-0.0009645061728,0
0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0
0,0,0,0,0.1111111111,0.3888888889,0,0,0.1111111111,0.3888888889,0,0,0,0,0,0,0,0
-0.002314814815,-0.002314814815,0.00462962963,0,0.0625,0.3958333333,0.04166666667,0,0,0.4236111111,0.07638888889,0,0,0,0.006944444444,-0.006944444444,0,0
-0.001736111111,-0.00212191358,0.003665123457,0.0001929012346,0.03144290123,0.3505015432,0.1201774691,-0.00212191358,-0.01543209877,0.2914737654,0.2175925926,0.003279320988,0.003086419753,0,0.005208333333,-0.00462962963,-0.0005787037037,0
0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0
0,0,0,0,0.1111111111,0.3888888889,0,0,0.1111111111,0.3888888889,0,0,0,0,0,0,0,0
-0.002314814815,-0.002314814815,0.00462962963,0,0.0625,0.3958333333,0.04166666667,0,0,0.4236111111,0.07638888889,0,0,0,0.006944444444,-0.006944444444,0,0
-0.001736111111,-0.00212191358,0.003665123457,0.0001929012346,0.03144290123,0.3505015432,0.1201774691,-0.00212191358,-0.01543209877,0.2914737654,0.2175925926,0.003279320988,0.003086419753,0,0.005208333333,-0.00462962963,-0.0005787037037,0
0,0,0,0,0.4166666667,0.4166666667,0,0,0.08333333333,0.08333333333,0,0,0,0,0,0,0,0
0,0,0,0,0.1944444444,0.6388888889,0,0,0.0462962963,0.1203703704,0,0,0,0,0,0,0,0
-0.003858024691,-0.003858024691,0.007716049383,0,0.1041666667,0.6597222222,0.06944444444,0,0,0.1412037037,0.02546296296,0,0,0,0.002314814815,-0.002314814815,0,0
-0.002893518519,-0.003536522621,0.006108539018,0.0003215020576,0.05111882712,0.5854552461,0.2000385802,-0.003279320988,-0.006430041152,0.09844393004,0.0725308642,0.0008359053498,0.00128600823,0,0.001736111111,-0.001543209877,-0.0001929012346,0
0.08333333333,0.08333333333,0,0,0.4166666667,0.4166666667,0,0,0,0,0,0,0,0,0,0,0,0
0.03703703704,0.1296296296,0,0,0.2222222222,0.6111111111,0,0,0,0,0,0,0,0,0,0,0,0
0.01851851852,0.1296296296,0.01851851852,0,0.1049382716,0.6604938272,0.06790123457,0,0,0,0,0,0,0,0,0,0,0
0.009259259259,0.1203703704,0.03703703704,0,0.0462962963,0.6018518519,0.1851851852,0,0,0,0,0,0,0,0,0,0,0
0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0
0.1388888889,0.3611111111,0,0,0.1388888889,0.3611111111,0,0,0,0,0,0,0,0,0,0,0,0
0.06481481481,0.3981481481,0.03703703704,0,0.06481481481,0.3981481481,0.03703703704,0,0,0,0,0,0,0,0,0,0,0
0.02777777778,0.3611111111,0.1111111111,0,0.02777777778,0.3611111111,0.1111111111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0
0,0,0,0,0,0,0,0,0,0.1666666667,0.3333333333,0,0,0,0.1666666667,0.3333333333,0,0
0,0,0,0,0,0,0,0,0,0.1041666667,0.375,0.02083333333,0,0,0.1041666667,0.375,0.02083333333,0
